Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1764122367.775152,1691,0,1
1,NewOrder,1764122367.776848,3605,0,1
1,NewOrder,1764122367.780461,3220,0,1
2,Payment,1764122367.783705,1344,0,1
1,NewOrder,1764122367.785052,1969,0,1
1,NewOrder,1764122367.787035,1868,0,1
3,OrderStatus,1764122367.788909,276,0,1
2,Payment,1764122367.789188,1006,0,1
1,NewOrder,1764122367.790198,3992,0,1
1,NewOrder,1764122367.794199,2596,0,1
2,Payment,1764122367.796803,1428,0,1
2,Payment,1764122367.798233,940,0,1
2,Payment,1764122367.799178,1244,0,1
2,Payment,1764122367.800429,1030,0,1
2,Payment,1764122367.801465,1338,0,1
4,Delivery,1764122367.802804,6201,0,1
2,Payment,1764122367.809029,1637,0,1
2,Payment,1764122367.810677,1318,0,1
1,NewOrder,1764122367.812002,4503,0,1
2,Payment,1764122367.816523,1088,0,1
1,NewOrder,1764122367.817619,1673,0,1
2,Payment,1764122367.819297,1636,0,1
1,NewOrder,1764122367.820958,3169,0,1
1,NewOrder,1764122367.824143,3235,0,1
2,Payment,1764122367.827396,1331,0,1
2,Payment,1764122367.828739,1457,0,1
1,NewOrder,1764122367.830204,4024,0,1
1,NewOrder,1764122367.834240,2348,0,1
1,NewOrder,1764122367.836613,4156,0,1
1,NewOrder,1764122367.840785,2915,0,1
1,NewOrder,1764122367.843710,2286,0,1
1,NewOrder,1764122367.846005,3745,0,1
2,Payment,1764122367.849759,1116,0,1
2,Payment,1764122367.850881,1413,0,1
1,NewOrder,1764122367.852299,2206,0,1
4,Delivery,1764122367.854528,6136,0,1
1,NewOrder,1764122367.860677,1755,0,1
1,NewOrder,1764122367.862437,2372,0,1
2,Payment,1764122367.864833,1155,0,1
2,Payment,1764122367.865994,1792,0,1
1,NewOrder,1764122367.867795,3493,0,1
1,NewOrder,1764122367.871300,3347,0,1
1,NewOrder,1764122367.874672,2489,0,1
1,NewOrder,1764122367.877169,5227,0,1
1,NewOrder,1764122367.882413,4023,0,1
1,NewOrder,1764122367.886444,4118,0,1
1,NewOrder,1764122367.890565,2635,0,1
2,Payment,1764122367.893202,1686,0,1
1,NewOrder,1764122367.894894,3452,0,1
3,OrderStatus,1764122367.898350,369,0,1
2,Payment,1764122367.898720,1400,0,1
1,NewOrder,1764122367.900125,3208,0,1
1,NewOrder,1764122367.903335,3823,0,1
1,NewOrder,1764122367.907184,2808,0,1
1,NewOrder,1764122367.910035,2209,0,1
1,NewOrder,1764122367.912251,2470,0,1
2,Payment,1764122367.914724,1540,0,1
2,Payment,1764122367.916273,1045,0,1
1,NewOrder,1764122367.917322,1718,0,1
2,Payment,1764122367.919046,956,0,1
1,NewOrder,1764122367.920008,3053,0,1
1,NewOrder,1764122367.923084,2814,0,1
2,Payment,1764122367.925906,1602,0,1
2,Payment,1764122367.927514,1011,0,1
2,Payment,1764122367.928528,1239,0,1
1,NewOrder,1764122367.929769,2885,0,1
1,NewOrder,1764122367.932675,2084,0,1
2,Payment,1764122367.934761,1544,0,1
1,NewOrder,1764122367.936316,2959,0,1
2,Payment,1764122367.939296,1542,0,1
1,NewOrder,1764122367.940859,3628,0,1
2,Payment,1764122367.944505,1567,0,1
1,NewOrder,1764122367.946087,2633,0,1
1,NewOrder,1764122367.948736,3696,0,1
1,NewOrder,1764122367.952437,4260,0,1
1,NewOrder,1764122367.956700,1642,0,1
1,NewOrder,1764122367.958348,2333,0,1
2,Payment,1764122367.960685,1054,0,1
1,NewOrder,1764122367.961744,2649,0,1
2,Payment,1764122367.964397,1106,0,1
2,Payment,1764122367.965508,1536,0,1
1,NewOrder,1764122367.967051,1970,0,1
1,NewOrder,1764122367.969026,2558,0,1
2,Payment,1764122367.971592,1162,0,1
1,NewOrder,1764122367.972760,2300,0,1
2,Payment,1764122367.975066,1095,0,1
2,Payment,1764122367.976165,1268,0,1
2,Payment,1764122367.977438,1138,0,1
2,Payment,1764122367.978581,1377,0,1
1,NewOrder,1764122367.979969,3539,0,1
1,NewOrder,1764122367.983514,3078,0,1
4,Delivery,1764122367.986596,4912,0,1
2,Payment,1764122367.991533,1458,0,1
3,OrderStatus,1764122367.992997,299,0,1
1,NewOrder,1764122367.993300,2973,0,1
1,NewOrder,1764122367.996296,4740,0,1
1,NewOrder,1764122368.001060,3078,0,1
2,Payment,1764122368.004157,1923,0,1
2,Payment,1764122368.006097,1215,0,1
2,Payment,1764122368.007321,1329,0,1
2,Payment,1764122368.008662,1233,0,1
1,NewOrder,1764122368.009900,4685,0,1
2,Payment,1764122368.014610,1183,0,1
1,NewOrder,1764122368.015796,3619,0,1
2,Payment,1764122368.019435,1234,0,1
1,NewOrder,1764122368.020677,3650,0,1
2,Payment,1764122368.024340,1324,0,1
2,Payment,1764122368.025674,1583,0,1
2,Payment,1764122368.027270,1977,0,1
2,Payment,1764122368.029280,1968,0,1
1,NewOrder,1764122368.031272,3765,0,1
2,Payment,1764122368.035053,1748,0,1
2,Payment,1764122368.036806,1306,0,1
2,Payment,1764122368.038135,1767,0,1
2,Payment,1764122368.039923,1667,0,1
2,Payment,1764122368.041605,1609,0,1
2,Payment,1764122368.043225,1235,0,1
2,Payment,1764122368.044474,1817,0,1
5,StockLevel,1764122368.046309,1939,0,1
2,Payment,1764122368.048262,1426,0,1
2,Payment,1764122368.049696,1234,0,1
2,Payment,1764122368.050935,923,0,1
5,StockLevel,1764122368.051861,2024,0,1
2,Payment,1764122368.053891,1537,0,1
1,NewOrder,1764122368.055431,3717,0,1
5,StockLevel,1764122368.059154,1685,0,1
2,Payment,1764122368.060842,1262,0,1
2,Payment,1764122368.062105,1228,0,1
1,NewOrder,1764122368.063335,1858,0,1
2,Payment,1764122368.065198,1662,0,1
1,NewOrder,1764122368.066867,3233,0,1
1,NewOrder,1764122368.070106,2718,0,1
1,NewOrder,1764122368.072830,1267,0,1
2,Payment,1764122368.074101,1034,0,1
1,NewOrder,1764122368.075140,2019,0,1
1,NewOrder,1764122368.077165,2216,0,1
2,Payment,1764122368.079386,1309,0,1
2,Payment,1764122368.080699,1002,0,1
2,Payment,1764122368.081705,1377,0,1
2,Payment,1764122368.083085,1571,0,1
2,Payment,1764122368.084729,2905,0,1
2,Payment,1764122368.087658,1526,0,1
2,Payment,1764122368.089191,1476,0,1
1,NewOrder,1764122368.090674,2037,0,1
4,Delivery,1764122368.092723,7300,0,1
5,StockLevel,1764122368.100047,1385,0,1
1,NewOrder,1764122368.101435,1880,0,1
1,NewOrder,1764122368.103320,2201,0,1
2,Payment,1764122368.105532,1213,0,1
4,Delivery,1764122368.106755,5984,0,1
3,OrderStatus,1764122368.112757,415,0,1
2,Payment,1764122368.113175,1067,0,1
1,NewOrder,1764122368.114246,3883,0,1
1,NewOrder,1764122368.118155,3473,0,1
2,Payment,1764122368.121635,1594,0,1
2,Payment,1764122368.123231,1242,0,1
2,Payment,1764122368.124475,1325,0,1
2,Payment,1764122368.125804,1007,0,1
1,NewOrder,1764122368.126815,2059,0,1
4,Delivery,1764122368.128881,5756,0,1
2,Payment,1764122368.134643,1803,0,1
2,Payment,1764122368.136453,1270,0,1
1,NewOrder,1764122368.137729,3586,0,1
1,NewOrder,1764122368.141342,2791,0,1
2,Payment,1764122368.144157,1398,0,1
2,Payment,1764122368.145569,1048,0,1
1,NewOrder,1764122368.146621,2769,0,1
1,NewOrder,1764122368.149410,2427,0,1
1,NewOrder,1764122368.151840,2838,0,1
2,Payment,1764122368.154683,1034,0,1
1,NewOrder,1764122368.155724,1966,0,1
1,NewOrder,1764122368.157706,2009,0,1
4,Delivery,1764122368.159720,6687,0,1
2,Payment,1764122368.166432,1512,0,1
1,NewOrder,1764122368.167958,3397,0,1
2,Payment,1764122368.171366,1316,0,1
1,NewOrder,1764122368.172696,2548,0,1
1,NewOrder,1764122368.175264,3746,0,1
2,Payment,1764122368.179030,1512,0,1
1,NewOrder,1764122368.180550,4859,0,1
2,Payment,1764122368.185430,1662,0,1
5,StockLevel,1764122368.187103,2458,0,1
1,NewOrder,1764122368.189582,2656,0,1
2,Payment,1764122368.192250,1780,0,1
4,Delivery,1764122368.194054,8191,0,1
1,NewOrder,1764122368.202268,4342,0,1
2,Payment,1764122368.206638,1243,0,1
2,Payment,1764122368.207884,1753,0,1
1,NewOrder,1764122368.209663,2409,0,1
1,NewOrder,1764122368.212075,3375,0,1
1,NewOrder,1764122368.215454,2297,0,1
1,NewOrder,1764122368.217758,2365,0,1
2,Payment,1764122368.220128,1091,0,1
2,Payment,1764122368.221224,1371,0,1
1,NewOrder,1764122368.222596,2521,0,1
2,Payment,1764122368.225121,1239,0,1
2,Payment,1764122368.226366,1157,0,1
2,Payment,1764122368.227549,1686,0,1
1,NewOrder,1764122368.229251,3900,0,1
1,NewOrder,1764122368.233188,3898,0,1
2,Payment,1764122368.237111,1381,0,1
2,Payment,1764122368.238500,1462,0,1
5,StockLevel,1764122368.239973,2704,0,1
1,NewOrder,1764122368.242694,3677,0,1
2,Payment,1764122368.246388,1866,0,1
1,NewOrder,1764122368.248263,3277,0,1
1,NewOrder,1764122368.251546,3257,0,1
2,Payment,1764122368.254807,1183,0,1
2,Payment,1764122368.255992,1157,0,1
2,Payment,1764122368.257155,945,0,1
2,Payment,1764122368.258105,1250,0,1
1,NewOrder,1764122368.259361,1781,0,1
2,Payment,1764122368.261149,1234,0,1
2,Payment,1764122368.262387,1562,0,1
1,NewOrder,1764122368.263955,2938,0,1
1,NewOrder,1764122368.266898,3423,0,1
1,NewOrder,1764122368.270345,4462,0,1
2,Payment,1764122368.274831,1633,0,1
2,Payment,1764122368.276478,1600,0,1
1,NewOrder,1764122368.278084,2862,0,1
2,Payment,1764122368.280972,1774,0,1
1,NewOrder,1764122368.282765,2358,0,1
4,Delivery,1764122368.285144,5516,0,1
2,Payment,1764122368.290677,1119,0,1
2,Payment,1764122368.291802,1292,0,1
1,NewOrder,1764122368.293097,3104,0,1
2,Payment,1764122368.296223,1418,0,1
1,NewOrder,1764122368.297644,3089,0,1
1,NewOrder,1764122368.300745,3842,0,1
2,Payment,1764122368.304599,1437,0,1
2,Payment,1764122368.306046,1658,0,1
1,NewOrder,1764122368.307726,2468,0,1
1,NewOrder,1764122368.310217,4661,0,1
5,StockLevel,1764122368.314894,2205,0,1
2,Payment,1764122368.317121,1745,0,1
2,Payment,1764122368.318878,1568,0,1
2,Payment,1764122368.320456,1321,0,1
4,Delivery,1764122368.321832,7208,0,1
2,Payment,1764122368.329059,1091,0,1
2,Payment,1764122368.330153,1282,0,1
1,NewOrder,1764122368.331439,2139,0,1
2,Payment,1764122368.333583,1294,0,1
2,Payment,1764122368.334878,1125,0,1
3,OrderStatus,1764122368.336004,235,0,1
3,OrderStatus,1764122368.336241,196,0,1
1,NewOrder,1764122368.336438,1352,0,1
1,NewOrder,1764122368.337794,2635,0,1
3,OrderStatus,1764122368.340452,343,0,1
2,Payment,1764122368.340800,1240,0,1
1,NewOrder,1764122368.342045,2074,0,1
1,NewOrder,1764122368.344122,2822,0,1
2,Payment,1764122368.346948,1400,0,1
1,NewOrder,1764122368.348362,2517,0,1
2,Payment,1764122368.350883,1610,0,1
1,NewOrder,1764122368.352505,3413,0,1
2,Payment,1764122368.355936,1734,0,1
1,NewOrder,1764122368.357677,2415,0,1
1,NewOrder,1764122368.360109,2894,0,1
2,Payment,1764122368.363019,1470,0,1
2,Payment,1764122368.364507,1708,0,1
2,Payment,1764122368.366231,1487,0,1
1,NewOrder,1764122368.367721,3655,0,1
3,OrderStatus,1764122368.371399,727,0,1
1,NewOrder,1764122368.372142,2319,0,1
1,NewOrder,1764122368.374479,4186,0,1
2,Payment,1764122368.378684,1223,0,1
2,Payment,1764122368.379912,1372,0,1
1,NewOrder,1764122368.381289,3733,0,1
2,Payment,1764122368.385035,2466,0,1
1,NewOrder,1764122368.387525,3320,0,1
2,Payment,1764122368.390866,1762,0,1
1,NewOrder,1764122368.392638,3977,0,1
1,NewOrder,1764122368.396637,2873,0,1
1,NewOrder,1764122368.399535,3539,0,1
1,NewOrder,1764122368.403094,3096,0,1
1,NewOrder,1764122368.406206,2707,0,1
1,NewOrder,1764122368.408930,3925,0,1
1,NewOrder,1764122368.412863,2272,0,1
1,NewOrder,1764122368.415137,4128,0,1
1,NewOrder,1764122368.419287,2503,0,1
1,NewOrder,1764122368.421808,2407,0,1
3,OrderStatus,1764122368.424225,396,0,1
1,NewOrder,1764122368.424628,4251,0,1
2,Payment,1764122368.428897,1574,0,1
2,Payment,1764122368.430487,1245,0,1
1,NewOrder,1764122368.431737,2662,0,1
1,NewOrder,1764122368.434414,1904,0,1
1,NewOrder,1764122368.436336,2044,0,1
1,NewOrder,1764122368.438403,3779,0,1
1,NewOrder,1764122368.442204,3413,0,1
5,StockLevel,1764122368.445632,2567,0,1
1,NewOrder,1764122368.448205,2671,0,1
1,NewOrder,1764122368.450897,2605,0,1
1,NewOrder,1764122368.453522,2634,0,1
1,NewOrder,1764122368.456176,4382,0,1
1,NewOrder,1764122368.460575,3050,0,1
1,NewOrder,1764122368.463635,1877,0,1
1,NewOrder,1764122368.465531,2897,0,1
1,NewOrder,1764122368.468440,3308,0,1
4,Delivery,1764122368.471772,6743,0,1
3,OrderStatus,1764122368.478530,277,0,1
2,Payment,1764122368.478814,1321,0,1
1,NewOrder,1764122368.480140,4081,0,1
2,Payment,1764122368.484241,1337,0,1
1,NewOrder,1764122368.485583,3879,0,1
2,Payment,1764122368.489482,1300,0,1
1,NewOrder,1764122368.490789,3771,0,1
1,NewOrder,1764122368.494582,3402,0,1
2,Payment,1764122368.498002,1675,0,1
1,NewOrder,1764122368.499692,2446,0,1
1,NewOrder,1764122368.502140,2710,0,1
1,NewOrder,1764122368.504852,2957,0,1
2,Payment,1764122368.507827,1424,0,1
1,NewOrder,1764122368.509268,3026,0,1
2,Payment,1764122368.512309,1706,0,1
2,Payment,1764122368.514022,1139,0,1
1,NewOrder,1764122368.515165,3254,0,1
2,Payment,1764122368.518424,1259,0,1
4,Delivery,1764122368.519685,6391,0,1
2,Payment,1764122368.526098,1024,0,1
2,Payment,1764122368.527125,1273,0,1
2,Payment,1764122368.528403,1162,0,1
2,Payment,1764122368.529575,1244,0,1
1,NewOrder,1764122368.530822,4791,0,1
2,Payment,1764122368.535663,2080,0,1
2,Payment,1764122368.537760,1309,0,1
2,Payment,1764122368.539077,1338,0,1
2,Payment,1764122368.540418,1179,0,1
1,NewOrder,1764122368.541605,3467,0,1
2,Payment,1764122368.545092,1350,0,1
1,NewOrder,1764122368.546460,3452,0,1
1,NewOrder,1764122368.549932,2467,0,1
2,Payment,1764122368.552414,1925,0,1
1,NewOrder,1764122368.554344,3910,0,1
5,StockLevel,1764122368.558271,2395,0,1
2,Payment,1764122368.560669,1439,0,1
4,Delivery,1764122368.562113,4702,0,1
1,NewOrder,1764122368.566840,3105,0,1
1,NewOrder,1764122368.569959,4047,0,1
1,NewOrder,1764122368.574021,2361,0,1
3,OrderStatus,1764122368.576385,421,0,1
2,Payment,1764122368.576813,988,0,1
2,Payment,1764122368.577806,1270,0,1
2,Payment,1764122368.579082,1088,0,1
1,NewOrder,1764122368.580177,3721,0,1
4,Delivery,1764122368.583921,5718,0,1
1,NewOrder,1764122368.589651,2409,0,1
2,Payment,1764122368.592067,1075,0,1
2,Payment,1764122368.593146,1333,0,1
2,Payment,1764122368.594482,1054,0,1
1,NewOrder,1764122368.595541,2528,0,1
2,Payment,1764122368.598071,1560,0,1
1,NewOrder,1764122368.599643,3669,0,1
2,Payment,1764122368.603333,1587,0,1
1,NewOrder,1764122368.604942,3972,0,1
2,Payment,1764122368.608926,1030,0,1
2,Payment,1764122368.609957,1901,0,1
1,NewOrder,1764122368.611863,3038,0,1
2,Payment,1764122368.614914,1700,0,1
2,Payment,1764122368.616621,1235,0,1
1,NewOrder,1764122368.617859,2668,0,1
2,Payment,1764122368.620529,1080,0,1
2,Payment,1764122368.621610,1307,0,1
1,NewOrder,1764122368.622919,2197,0,1
1,NewOrder,1764122368.625123,3198,0,1
2,Payment,1764122368.628362,1116,0,1
1,NewOrder,1764122368.629509,2775,0,1
2,Payment,1764122368.632288,1147,0,1
3,OrderStatus,1764122368.633440,292,0,1
1,NewOrder,1764122368.633734,3058,0,1
4,Delivery,1764122368.636796,5727,0,1
2,Payment,1764122368.642534,1416,0,1
2,Payment,1764122368.643957,1107,0,1
1,NewOrder,1764122368.645070,3949,0,1
3,OrderStatus,1764122368.649032,513,0,1
2,Payment,1764122368.649568,1926,0,1
5,StockLevel,1764122368.651513,2352,0,1
1,NewOrder,1764122368.653877,3524,0,1
2,Payment,1764122368.657421,1107,0,1
1,NewOrder,1764122368.658532,4037,0,1
1,NewOrder,1764122368.662588,3490,0,1
1,NewOrder,1764122368.666084,2929,0,1
1,NewOrder,1764122368.669022,3093,0,1
1,NewOrder,1764122368.672117,4983,0,1
1,NewOrder,1764122368.677113,3731,0,1
1,NewOrder,1764122368.680864,4274,0,1
2,Payment,1764122368.685153,1431,0,1
2,Payment,1764122368.686586,1826,0,1
1,NewOrder,1764122368.688418,2900,0,1
2,Payment,1764122368.691323,1334,0,1
1,NewOrder,1764122368.692662,2334,0,1
1,NewOrder,1764122368.695000,2499,0,1
1,NewOrder,1764122368.697503,2505,0,1
2,Payment,1764122368.700029,1351,0,1
2,Payment,1764122368.701382,980,0,1
1,NewOrder,1764122368.702365,4009,0,1
1,NewOrder,1764122368.706397,2364,0,1
2,Payment,1764122368.708778,1917,0,1
1,NewOrder,1764122368.710711,2239,0,1
1,NewOrder,1764122368.712954,3718,0,1
1,NewOrder,1764122368.716676,2061,0,1
3,OrderStatus,1764122368.718744,271,0,1
2,Payment,1764122368.719017,1424,0,1
5,StockLevel,1764122368.720442,1398,0,1
1,NewOrder,1764122368.721842,2223,0,1
1,NewOrder,1764122368.724071,3277,0,1
2,Payment,1764122368.727351,1091,0,1
1,NewOrder,1764122368.728443,2289,0,1
5,StockLevel,1764122368.730734,1033,0,1
1,NewOrder,1764122368.731769,3237,0,1
5,StockLevel,1764122368.735016,2259,0,1
2,Payment,1764122368.737295,1773,0,1
2,Payment,1764122368.739088,1620,0,1
1,NewOrder,1764122368.740727,3373,0,1
2,Payment,1764122368.744115,1414,0,1
3,OrderStatus,1764122368.745544,371,0,1
2,Payment,1764122368.745916,1494,0,1
1,NewOrder,1764122368.747421,3675,0,1
1,NewOrder,1764122368.751105,3610,0,1
1,NewOrder,1764122368.754735,3897,0,1
1,NewOrder,1764122368.758647,2409,0,1
2,Payment,1764122368.761064,1314,0,1
2,Payment,1764122368.762389,1954,0,1
2,Payment,1764122368.764353,1414,0,1
1,NewOrder,1764122368.765779,2875,0,1
1,NewOrder,1764122368.768673,2553,0,1
1,NewOrder,1764122368.771242,4005,0,1
1,NewOrder,1764122368.775264,3391,0,1
2,Payment,1764122368.778672,1756,0,1
2,Payment,1764122368.780436,1342,0,1
2,Payment,1764122368.781794,1601,0,1
1,NewOrder,1764122368.783401,1688,0,1
1,NewOrder,1764122368.785104,3353,0,1
1,NewOrder,1764122368.788467,2310,0,1
1,NewOrder,1764122368.790783,2647,0,1
2,Payment,1764122368.793438,1224,0,1
2,Payment,1764122368.794667,2169,0,1
2,Payment,1764122368.796854,1626,0,1
1,NewOrder,1764122368.798500,4577,0,1
2,Payment,1764122368.803092,1279,0,1
2,Payment,1764122368.804374,1426,0,1
2,Payment,1764122368.805800,1053,0,1
1,NewOrder,1764122368.806859,3722,0,1
3,OrderStatus,1764122368.810586,296,0,1
1,NewOrder,1764122368.810884,2469,0,1
1,NewOrder,1764122368.813356,2482,0,1
1,NewOrder,1764122368.815859,4011,0,1
1,NewOrder,1764122368.819890,2652,0,1
2,Payment,1764122368.822560,1218,0,1
5,StockLevel,1764122368.823783,2928,0,1
2,Payment,1764122368.826723,1394,0,1
1,NewOrder,1764122368.828123,2902,0,1
2,Payment,1764122368.831037,1614,0,1
2,Payment,1764122368.832665,1513,0,1
1,NewOrder,1764122368.834196,4302,0,1
1,NewOrder,1764122368.838512,4094,0,1
1,NewOrder,1764122368.842608,3876,0,1
1,NewOrder,1764122368.846505,3138,0,1
1,NewOrder,1764122368.849660,3309,0,1
5,StockLevel,1764122368.852987,1727,0,1
1,NewOrder,1764122368.854732,2115,0,1
4,Delivery,1764122368.856861,5048,0,1
1,NewOrder,1764122368.861926,2562,0,1
2,Payment,1764122368.864495,1666,0,1
1,NewOrder,1764122368.866164,3318,0,1
1,NewOrder,1764122368.869484,2335,0,1
1,NewOrder,1764122368.871840,4398,0,1
2,Payment,1764122368.876255,1500,0,1
2,Payment,1764122368.877773,1865,0,1
1,NewOrder,1764122368.879659,2499,0,1
2,Payment,1764122368.882169,1448,0,1
1,NewOrder,1764122368.883624,2730,0,1
2,Payment,1764122368.886367,1541,0,1
2,Payment,1764122368.887915,1026,0,1
1,NewOrder,1764122368.888943,2440,0,1
2,Payment,1764122368.891392,1145,0,1
1,NewOrder,1764122368.892540,2447,0,1
2,Payment,1764122368.894990,1094,0,1
1,NewOrder,1764122368.896087,4409,0,1
3,OrderStatus,1764122368.900525,716,0,1
2,Payment,1764122368.901249,1250,0,1
4,Delivery,1764122368.902540,7431,0,1
1,NewOrder,1764122368.909984,1946,0,1
2,Payment,1764122368.911936,1494,0,1
1,NewOrder,1764122368.913434,1629,0,1
1,NewOrder,1764122368.915065,1777,0,1
1,NewOrder,1764122368.916848,2413,0,1
2,Payment,1764122368.919267,1352,0,1
1,NewOrder,1764122368.920624,3000,0,1
1,NewOrder,1764122368.923626,3002,0,1
2,Payment,1764122368.926633,1169,0,1
1,NewOrder,1764122368.927803,3419,0,1
1,NewOrder,1764122368.931224,5485,0,1
1,NewOrder,1764122368.936728,3546,0,1
1,NewOrder,1764122368.940294,4046,0,1
2,Payment,1764122368.944359,1665,0,1
2,Payment,1764122368.946041,1824,0,1
1,NewOrder,1764122368.947883,2672,0,1
2,Payment,1764122368.950569,1700,0,1
2,Payment,1764122368.952288,1602,0,1
2,Payment,1764122368.953902,1119,0,1
2,Payment,1764122368.955027,1750,0,1
1,NewOrder,1764122368.956788,4046,0,1
1,NewOrder,1764122368.960849,3438,0,1
1,NewOrder,1764122368.964301,2877,0,1
1,NewOrder,1764122368.967182,4000,0,1
2,Payment,1764122368.971202,1150,0,1
2,Payment,1764122368.972355,2141,0,1
1,NewOrder,1764122368.974511,3402,0,1
2,Payment,1764122368.977926,1375,0,1
1,NewOrder,1764122368.979305,2235,0,1
5,StockLevel,1764122368.981545,1396,0,1
4,Delivery,1764122368.982943,6329,0,1
4,Delivery,1764122368.989282,6559,0,1
2,Payment,1764122368.995861,1451,0,1
2,Payment,1764122368.997315,999,0,1
1,NewOrder,1764122368.998317,4496,0,1
1,NewOrder,1764122369.002830,2928,0,1
2,Payment,1764122369.005773,1497,0,1
1,NewOrder,1764122369.007285,1600,0,1
1,NewOrder,1764122369.008889,2824,0,1
5,StockLevel,1764122369.011718,1629,0,1
1,NewOrder,1764122369.013352,2291,0,1
2,Payment,1764122369.015649,1524,0,1
1,NewOrder,1764122369.017177,2658,0,1
1,NewOrder,1764122369.019840,2488,0,1
2,Payment,1764122369.022334,1411,0,1
2,Payment,1764122369.023748,1510,0,1
2,Payment,1764122369.025267,1180,0,1
2,Payment,1764122369.026452,1392,0,1
2,Payment,1764122369.027848,920,0,1
1,NewOrder,1764122369.028769,2036,0,1
4,Delivery,1764122369.030809,4234,0,1
1,NewOrder,1764122369.035050,2183,0,1
1,NewOrder,1764122369.037235,2077,0,1
1,NewOrder,1764122369.039315,2713,0,1
3,OrderStatus,1764122369.042033,265,0,1
2,Payment,1764122369.042300,1167,0,1
2,Payment,1764122369.043474,1514,0,1
2,Payment,1764122369.044994,1122,0,1
2,Payment,1764122369.046120,1387,0,1
1,NewOrder,1764122369.047511,3844,0,1
1,NewOrder,1764122369.051365,3013,0,1
5,StockLevel,1764122369.054394,2238,0,1
2,Payment,1764122369.056640,1190,0,1
1,NewOrder,1764122369.057835,3291,0,1
2,Payment,1764122369.061135,1116,0,1
2,Payment,1764122369.062255,1435,0,1
2,Payment,1764122369.063696,1011,0,1
1,NewOrder,1764122369.064710,2904,0,1
2,Payment,1764122369.067619,1237,0,1
2,Payment,1764122369.068881,1287,0,1
4,Delivery,1764122369.070174,5087,0,1
1,NewOrder,1764122369.075272,2828,0,1
1,NewOrder,1764122369.078105,1921,0,1
2,Payment,1764122369.080032,1295,0,1
1,NewOrder,1764122369.081331,2195,0,1
1,NewOrder,1764122369.083529,2644,0,1
2,Payment,1764122369.086191,1297,0,1
1,NewOrder,1764122369.087494,2255,0,1
1,NewOrder,1764122369.089765,2947,0,1
2,Payment,1764122369.092727,1529,0,1
1,NewOrder,1764122369.094258,2105,0,1
2,Payment,1764122369.096365,1198,0,1
1,NewOrder,1764122369.097565,2291,0,1
1,NewOrder,1764122369.099861,4631,0,1
2,Payment,1764122369.104506,1511,0,1
2,Payment,1764122369.106020,2295,0,1
1,NewOrder,1764122369.108334,4315,0,1
2,Payment,1764122369.112666,1781,0,1
2,Payment,1764122369.114458,1333,0,1
2,Payment,1764122369.115806,1581,0,1
1,NewOrder,1764122369.117393,2864,0,1
3,OrderStatus,1764122369.120261,269,0,1
1,NewOrder,1764122369.120533,3801,0,1
1,NewOrder,1764122369.124339,2910,0,1
1,NewOrder,1764122369.127251,2760,0,1
1,NewOrder,1764122369.130017,1801,0,1
1,NewOrder,1764122369.131822,3098,0,1
2,Payment,1764122369.134925,1214,0,1
1,NewOrder,1764122369.136143,3186,0,1
2,Payment,1764122369.139337,969,0,1
1,NewOrder,1764122369.140308,2964,0,1
2,Payment,1764122369.143285,1123,0,1
5,StockLevel,1764122369.144413,1294,0,1
1,NewOrder,1764122369.145712,3575,0,1
2,Payment,1764122369.149294,1541,0,1
1,NewOrder,1764122369.150856,3829,0,1
5,StockLevel,1764122369.154704,1460,0,1
1,NewOrder,1764122369.156167,2318,0,1
2,Payment,1764122369.158500,1473,0,1
1,NewOrder,1764122369.159987,1703,0,1
1,NewOrder,1764122369.161695,2248,0,1
2,Payment,1764122369.163950,1098,0,1
1,NewOrder,1764122369.165049,1936,0,1
1,NewOrder,1764122369.166992,3354,0,1
2,Payment,1764122369.170351,1562,0,1
5,StockLevel,1764122369.171914,3461,0,1
2,Payment,1764122369.175380,1294,0,1
1,NewOrder,1764122369.176676,2312,0,1
1,NewOrder,1764122369.178995,2530,0,1
2,Payment,1764122369.181529,1570,0,1
5,StockLevel,1764122369.183105,1524,0,1
2,Payment,1764122369.184630,1537,0,1
2,Payment,1764122369.186175,1425,0,1
2,Payment,1764122369.187605,1081,0,1
1,NewOrder,1764122369.188690,2094,0,1
2,Payment,1764122369.190786,1084,0,1
2,Payment,1764122369.191874,1319,0,1
2,Payment,1764122369.193197,1238,0,1
2,Payment,1764122369.194439,1685,0,1
2,Payment,1764122369.196130,1430,0,1
1,NewOrder,1764122369.197562,4603,0,1
2,Payment,1764122369.202167,1307,0,1
2,Payment,1764122369.203476,1405,0,1
1,NewOrder,1764122369.204883,2349,0,1
2,Payment,1764122369.207241,1570,0,1
1,NewOrder,1764122369.208817,3299,0,1
2,Payment,1764122369.212140,1589,0,1
1,NewOrder,1764122369.213739,2624,0,1
2,Payment,1764122369.216367,1867,0,1
2,Payment,1764122369.218239,1291,0,1
1,NewOrder,1764122369.219534,3200,0,1
1,NewOrder,1764122369.222738,3385,0,1
1,NewOrder,1764122369.226125,2758,0,1
2,Payment,1764122369.228887,1234,0,1
1,NewOrder,1764122369.230125,2448,0,1
1,NewOrder,1764122369.232576,1682,0,1
2,Payment,1764122369.234262,1408,0,1
2,Payment,1764122369.235674,1005,0,1
2,Payment,1764122369.236681,1957,0,1
