Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1764122388.302602,1769,0,1
1,NewOrder,1764122388.304374,2386,0,1
2,Payment,1764122388.306777,1456,0,1
2,Payment,1764122388.308242,1616,0,1
2,Payment,1764122388.309865,1358,0,1
1,NewOrder,1764122388.311231,3885,0,1
1,NewOrder,1764122388.315125,4477,0,1
1,NewOrder,1764122388.319617,3940,0,1
1,NewOrder,1764122388.323581,2342,0,1
2,Payment,1764122388.325938,1995,0,1
1,NewOrder,1764122388.327947,3619,0,1
4,Delivery,1764122388.331583,8597,0,1
1,NewOrder,1764122388.340198,2166,0,1
1,NewOrder,1764122388.342378,2854,0,1
1,NewOrder,1764122388.345242,3839,0,1
1,NewOrder,1764122388.349098,2370,0,1
2,Payment,1764122388.351475,1215,0,1
2,Payment,1764122388.352695,1523,0,1
1,NewOrder,1764122388.354227,3367,0,1
1,NewOrder,1764122388.357607,4894,0,1
1,NewOrder,1764122388.362521,4110,0,1
1,NewOrder,1764122388.366639,3749,0,1
2,Payment,1764122388.370402,1157,0,1
2,Payment,1764122388.371561,1508,0,1
1,NewOrder,1764122388.373073,2522,0,1
2,Payment,1764122388.375600,1244,0,1
1,NewOrder,1764122388.376847,1931,0,1
1,NewOrder,1764122388.378784,3121,0,1
2,Payment,1764122388.381917,1934,0,1
1,NewOrder,1764122388.383863,4979,0,1
2,Payment,1764122388.388847,1082,0,1
2,Payment,1764122388.389934,1308,0,1
3,OrderStatus,1764122388.391245,277,0,1
1,NewOrder,1764122388.391527,2445,0,1
1,NewOrder,1764122388.393976,2016,0,1
2,Payment,1764122388.395996,1053,0,1
2,Payment,1764122388.397054,1486,0,1
2,Payment,1764122388.398543,1166,0,1
2,Payment,1764122388.399725,1483,0,1
2,Payment,1764122388.401223,964,0,1
1,NewOrder,1764122388.402201,4020,0,1
2,Payment,1764122388.406226,1141,0,1
1,NewOrder,1764122388.407372,2506,0,1
2,Payment,1764122388.409883,974,0,1
1,NewOrder,1764122388.410859,2133,0,1
2,Payment,1764122388.412997,1091,0,1
1,NewOrder,1764122388.414092,4639,0,1
1,NewOrder,1764122388.418740,2770,0,1
2,Payment,1764122388.421517,1304,0,1
1,NewOrder,1764122388.422825,1589,0,1
3,OrderStatus,1764122388.424418,210,0,1
2,Payment,1764122388.424632,1314,0,1
2,Payment,1764122388.425950,947,0,1
2,Payment,1764122388.426899,1262,0,1
1,NewOrder,1764122388.428166,2378,0,1
4,Delivery,1764122388.430562,6922,0,1
5,StockLevel,1764122388.437491,1984,0,1
2,Payment,1764122388.439477,1339,0,1
2,Payment,1764122388.440817,1622,0,1
2,Payment,1764122388.442439,1524,0,1
2,Payment,1764122388.443981,1857,0,1
2,Payment,1764122388.445853,1726,0,1
1,NewOrder,1764122388.447586,2888,0,1
3,OrderStatus,1764122388.450479,226,0,1
2,Payment,1764122388.450707,1011,0,1
2,Payment,1764122388.451722,1456,0,1
1,NewOrder,1764122388.453181,2513,0,1
4,Delivery,1764122388.455701,4129,0,1
1,NewOrder,1764122388.459834,2522,0,1
4,Delivery,1764122388.462360,7038,0,1
3,OrderStatus,1764122388.469408,277,0,1
1,NewOrder,1764122388.469688,2501,0,1
2,Payment,1764122388.472193,1369,0,1
1,NewOrder,1764122388.473565,1858,0,1
2,Payment,1764122388.475427,1901,0,1
2,Payment,1764122388.477332,1018,0,1
2,Payment,1764122388.478352,1355,0,1
2,Payment,1764122388.479711,1101,0,1
2,Payment,1764122388.480829,2031,0,1
2,Payment,1764122388.482878,1540,0,1
1,NewOrder,1764122388.484425,3253,0,1
2,Payment,1764122388.487695,1750,0,1
1,NewOrder,1764122388.489461,2778,0,1
1,NewOrder,1764122388.492251,2812,0,1
1,NewOrder,1764122388.495069,3482,0,1
2,Payment,1764122388.498567,1863,0,1
1,NewOrder,1764122388.500443,2183,0,1
1,NewOrder,1764122388.502630,2219,0,1
2,Payment,1764122388.504853,1366,0,1
2,Payment,1764122388.506221,1048,0,1
1,NewOrder,1764122388.507271,3217,0,1
2,Payment,1764122388.510502,1223,0,1
2,Payment,1764122388.511731,1308,0,1
1,NewOrder,1764122388.513040,3654,0,1
1,NewOrder,1764122388.516701,2781,0,1
1,NewOrder,1764122388.519487,4559,0,1
2,Payment,1764122388.524055,1393,0,1
4,Delivery,1764122388.525453,6709,0,1
1,NewOrder,1764122388.532179,3738,0,1
1,NewOrder,1764122388.535929,2665,0,1
3,OrderStatus,1764122388.538603,259,0,1
2,Payment,1764122388.538865,1486,0,1
2,Payment,1764122388.540355,1125,0,1
5,StockLevel,1764122388.541482,1472,0,1
1,NewOrder,1764122388.542972,3897,0,1
2,Payment,1764122388.546880,1593,0,1
1,NewOrder,1764122388.548491,3992,0,1
1,NewOrder,1764122388.552500,3136,0,1
1,NewOrder,1764122388.555649,2863,0,1
1,NewOrder,1764122388.558515,2414,0,1
1,NewOrder,1764122388.560934,3784,0,1
1,NewOrder,1764122388.564736,5140,0,1
1,NewOrder,1764122388.569893,2693,0,1
2,Payment,1764122388.572591,1376,0,1
2,Payment,1764122388.573981,1343,0,1
2,Payment,1764122388.575328,1084,0,1
2,Payment,1764122388.576416,1353,0,1
2,Payment,1764122388.577772,1053,0,1
2,Payment,1764122388.578829,1362,0,1
1,NewOrder,1764122388.580196,4298,0,1
2,Payment,1764122388.584504,1821,0,1
5,StockLevel,1764122388.586329,2762,0,1
3,OrderStatus,1764122388.589096,342,0,1
1,NewOrder,1764122388.589440,2505,0,1
1,NewOrder,1764122388.591949,2236,0,1
2,Payment,1764122388.594190,1066,0,1
1,NewOrder,1764122388.595259,1865,0,1
2,Payment,1764122388.597127,1015,0,1
2,Payment,1764122388.598146,1781,0,1
2,Payment,1764122388.599932,1756,0,1
2,Payment,1764122388.601704,1354,0,1
1,NewOrder,1764122388.603060,2545,0,1
1,NewOrder,1764122388.605619,2192,0,1
4,Delivery,1764122388.607814,7577,0,1
1,NewOrder,1764122388.615406,2786,0,1
2,Payment,1764122388.618202,1262,0,1
2,Payment,1764122388.619478,1534,0,1
1,NewOrder,1764122388.621028,2008,0,1
2,Payment,1764122388.623042,1280,0,1
3,OrderStatus,1764122388.624324,208,0,1
1,NewOrder,1764122388.624533,3462,0,1
2,Payment,1764122388.628008,1593,0,1
3,OrderStatus,1764122388.629607,324,0,1
5,StockLevel,1764122388.629935,2756,0,1
5,StockLevel,1764122388.632699,1431,0,1
2,Payment,1764122388.634144,1102,0,1
1,NewOrder,1764122388.635248,2648,0,1
1,NewOrder,1764122388.637910,3332,0,1
1,NewOrder,1764122388.641254,3834,0,1
1,NewOrder,1764122388.645100,3405,0,1
1,NewOrder,1764122388.648521,4307,0,1
2,Payment,1764122388.652843,1449,0,1
1,NewOrder,1764122388.654305,4059,0,1
4,Delivery,1764122388.658382,6030,0,1
5,StockLevel,1764122388.664421,2142,0,1
1,NewOrder,1764122388.666578,3169,0,1
2,Payment,1764122388.669753,1125,0,1
1,NewOrder,1764122388.670879,2463,0,1
2,Payment,1764122388.673344,1124,0,1
4,Delivery,1764122388.674473,4858,0,1
1,NewOrder,1764122388.679334,1952,0,1
2,Payment,1764122388.681292,1334,0,1
1,NewOrder,1764122388.682630,2772,0,1
1,NewOrder,1764122388.685405,3806,0,1
2,Payment,1764122388.689226,1411,0,1
1,NewOrder,1764122388.690645,3435,0,1
1,NewOrder,1764122388.694089,3498,0,1
2,Payment,1764122388.697601,1499,0,1
1,NewOrder,1764122388.699105,3699,0,1
3,OrderStatus,1764122388.702817,276,0,1
1,NewOrder,1764122388.703095,2835,0,1
2,Payment,1764122388.705933,1237,0,1
2,Payment,1764122388.707173,1585,0,1
1,NewOrder,1764122388.708760,2476,0,1
1,NewOrder,1764122388.711236,3306,0,1
1,NewOrder,1764122388.714542,2582,0,1
1,NewOrder,1764122388.717141,2787,0,1
2,Payment,1764122388.719935,1336,0,1
2,Payment,1764122388.721281,1547,0,1
1,NewOrder,1764122388.722838,2300,0,1
2,Payment,1764122388.725146,1280,0,1
1,NewOrder,1764122388.726427,3791,0,1
1,NewOrder,1764122388.730223,3152,0,1
1,NewOrder,1764122388.733383,1766,0,1
5,StockLevel,1764122388.735157,2240,0,1
1,NewOrder,1764122388.737401,3349,0,1
2,Payment,1764122388.740757,1127,0,1
1,NewOrder,1764122388.741890,2951,0,1
1,NewOrder,1764122388.744844,2449,0,1
1,NewOrder,1764122388.747297,2740,0,1
5,StockLevel,1764122388.750044,1636,0,1
2,Payment,1764122388.751682,2134,0,1
2,Payment,1764122388.753820,1237,0,1
1,NewOrder,1764122388.755059,3098,0,1
2,Payment,1764122388.758162,1364,0,1
2,Payment,1764122388.759529,1091,0,1
2,Payment,1764122388.760625,1256,0,1
5,StockLevel,1764122388.761883,1359,0,1
2,Payment,1764122388.763246,1252,0,1
2,Payment,1764122388.764515,1727,0,1
1,NewOrder,1764122388.766253,3570,0,1
1,NewOrder,1764122388.769839,2980,0,1
1,NewOrder,1764122388.772830,3493,0,1
1,NewOrder,1764122388.776333,2900,0,1
2,Payment,1764122388.779240,1081,0,1
1,NewOrder,1764122388.780325,3471,0,1
2,Payment,1764122388.783810,1321,0,1
4,Delivery,1764122388.785140,7612,0,1
1,NewOrder,1764122388.792769,3831,0,1
2,Payment,1764122388.796616,1798,0,1
1,NewOrder,1764122388.798419,3904,0,1
1,NewOrder,1764122388.802336,3946,0,1
2,Payment,1764122388.806292,1507,0,1
2,Payment,1764122388.807810,1298,0,1
2,Payment,1764122388.809111,1687,0,1
1,NewOrder,1764122388.810801,3385,0,1
5,StockLevel,1764122388.814199,1979,0,1
2,Payment,1764122388.816184,1303,0,1
2,Payment,1764122388.817492,1772,0,1
2,Payment,1764122388.819269,1200,0,1
1,NewOrder,1764122388.820474,2639,0,1
2,Payment,1764122388.823117,1163,0,1
1,NewOrder,1764122388.824282,2602,0,1
2,Payment,1764122388.826901,1531,0,1
1,NewOrder,1764122388.828443,3899,0,1
4,Delivery,1764122388.832351,5880,0,1
1,NewOrder,1764122388.838247,2530,0,1
1,NewOrder,1764122388.840788,3624,0,1
1,NewOrder,1764122388.844426,4986,0,1
2,Payment,1764122388.849429,1097,0,1
1,NewOrder,1764122388.850540,2832,0,1
3,OrderStatus,1764122388.853380,310,0,1
2,Payment,1764122388.853693,1362,0,1
1,NewOrder,1764122388.855069,2855,0,1
1,NewOrder,1764122388.857931,2050,0,1
1,NewOrder,1764122388.859994,2358,0,1
1,NewOrder,1764122388.862355,4012,0,1
1,NewOrder,1764122388.866372,2791,0,1
2,Payment,1764122388.869173,1217,0,1
2,Payment,1764122388.870390,1313,0,1
1,NewOrder,1764122388.871704,1852,0,1
2,Payment,1764122388.873556,1972,0,1
1,NewOrder,1764122388.875532,3180,0,1
2,Payment,1764122388.878714,1646,0,1
1,NewOrder,1764122388.880364,2586,0,1
1,NewOrder,1764122388.882954,2891,0,1
1,NewOrder,1764122388.885851,3522,0,1
2,Payment,1764122388.889382,1350,0,1
1,NewOrder,1764122388.890733,2169,0,1
1,NewOrder,1764122388.892920,3043,0,1
2,Payment,1764122388.895969,1106,0,1
2,Payment,1764122388.897080,1437,0,1
2,Payment,1764122388.898533,1308,0,1
1,NewOrder,1764122388.899845,3287,0,1
4,Delivery,1764122388.903134,4713,0,1
1,NewOrder,1764122388.907857,2311,0,1
4,Delivery,1764122388.910180,6556,0,1
2,Payment,1764122388.916749,1122,0,1
2,Payment,1764122388.917872,1676,0,1
2,Payment,1764122388.919549,1155,0,1
1,NewOrder,1764122388.920710,3505,0,1
2,Payment,1764122388.924231,1286,0,1
1,NewOrder,1764122388.925525,3907,0,1
2,Payment,1764122388.929441,1294,0,1
1,NewOrder,1764122388.930745,3026,0,1
1,NewOrder,1764122388.933781,1712,0,1
1,NewOrder,1764122388.935499,1539,0,1
2,Payment,1764122388.937040,1270,0,1
4,Delivery,1764122388.938312,4375,0,1
1,NewOrder,1764122388.942691,2571,0,1
1,NewOrder,1764122388.945268,2663,0,1
2,Payment,1764122388.947943,1778,0,1
2,Payment,1764122388.949722,1678,0,1
1,NewOrder,1764122388.951401,3140,0,1
2,Payment,1764122388.954547,1108,0,1
2,Payment,1764122388.955657,1387,0,1
2,Payment,1764122388.957049,1343,0,1
2,Payment,1764122388.958393,1606,0,1
2,Payment,1764122388.960013,1150,0,1
2,Payment,1764122388.961165,1245,0,1
2,Payment,1764122388.962414,1137,0,1
2,Payment,1764122388.963558,1441,0,1
2,Payment,1764122388.965007,1353,0,1
2,Payment,1764122388.966363,1680,0,1
2,Payment,1764122388.968051,1292,0,1
1,NewOrder,1764122388.969348,2336,0,1
1,NewOrder,1764122388.971693,3446,0,1
1,NewOrder,1764122388.975162,5475,0,1
4,Delivery,1764122388.980650,6717,0,1
2,Payment,1764122388.987399,1603,0,1
2,Payment,1764122388.989009,1087,0,1
2,Payment,1764122388.990099,1362,0,1
2,Payment,1764122388.991463,1124,0,1
1,NewOrder,1764122388.992588,3380,0,1
5,StockLevel,1764122388.995969,2036,0,1
4,Delivery,1764122388.998012,5778,0,1
2,Payment,1764122389.003806,1982,0,1
1,NewOrder,1764122389.005797,1342,0,1
2,Payment,1764122389.007145,1303,0,1
1,NewOrder,1764122389.008454,3383,0,1
2,Payment,1764122389.011847,1519,0,1
1,NewOrder,1764122389.013382,3926,0,1
1,NewOrder,1764122389.017319,2741,0,1
4,Delivery,1764122389.020070,7661,0,1
1,NewOrder,1764122389.027738,2405,0,1
2,Payment,1764122389.030148,1497,0,1
2,Payment,1764122389.031647,1198,0,1
2,Payment,1764122389.032846,1346,0,1
1,NewOrder,1764122389.034193,3217,0,1
2,Payment,1764122389.037427,1532,0,1
2,Payment,1764122389.038963,1047,0,1
1,NewOrder,1764122389.040013,2653,0,1
2,Payment,1764122389.042671,1321,0,1
2,Payment,1764122389.043997,1542,0,1
2,Payment,1764122389.045547,1618,0,1
2,Payment,1764122389.047203,1684,0,1
2,Payment,1764122389.048894,1116,0,1
1,NewOrder,1764122389.050015,3383,0,1
2,Payment,1764122389.053406,1161,0,1
2,Payment,1764122389.054577,1370,0,1
1,NewOrder,1764122389.055955,2665,0,1
1,NewOrder,1764122389.058635,3528,0,1
1,NewOrder,1764122389.062166,2208,0,1
2,Payment,1764122389.064389,1715,0,1
1,NewOrder,1764122389.066111,1699,0,1
2,Payment,1764122389.067815,1659,0,1
4,Delivery,1764122389.069491,5363,0,1
1,NewOrder,1764122389.074858,2664,0,1
5,StockLevel,1764122389.077523,2266,0,1
2,Payment,1764122389.079806,1591,0,1
2,Payment,1764122389.081411,1397,0,1
2,Payment,1764122389.082813,985,0,1
1,NewOrder,1764122389.083814,2948,0,1
1,NewOrder,1764122389.086775,2426,0,1
1,NewOrder,1764122389.089212,3556,0,1
1,NewOrder,1764122389.092784,3698,0,1
2,Payment,1764122389.096497,2099,0,1
3,OrderStatus,1764122389.098609,321,0,1
4,Delivery,1764122389.098933,6481,0,1
1,NewOrder,1764122389.105428,3522,0,1
1,NewOrder,1764122389.108976,3759,0,1
1,NewOrder,1764122389.112752,3661,0,1
1,NewOrder,1764122389.116429,4463,0,1
1,NewOrder,1764122389.120905,2070,0,1
1,NewOrder,1764122389.122989,3373,0,1
1,NewOrder,1764122389.126377,2602,0,1
2,Payment,1764122389.128991,1702,0,1
2,Payment,1764122389.130704,1411,0,1
1,NewOrder,1764122389.132131,2950,0,1
1,NewOrder,1764122389.135092,2995,0,1
1,NewOrder,1764122389.138102,2896,0,1
1,NewOrder,1764122389.141010,3316,0,1
4,Delivery,1764122389.144336,7067,0,1
4,Delivery,1764122389.151414,5225,0,1
2,Payment,1764122389.156649,1790,0,1
2,Payment,1764122389.158441,1253,0,1
2,Payment,1764122389.159697,1317,0,1
2,Payment,1764122389.161017,1021,0,1
4,Delivery,1764122389.162041,5928,0,1
1,NewOrder,1764122389.167975,2505,0,1
1,NewOrder,1764122389.170485,3002,0,1
1,NewOrder,1764122389.173492,2678,0,1
1,NewOrder,1764122389.176173,4275,0,1
1,NewOrder,1764122389.180451,4503,0,1
2,Payment,1764122389.184971,1830,0,1
2,Payment,1764122389.186816,1370,0,1
1,NewOrder,1764122389.188195,3141,0,1
2,Payment,1764122389.191346,1363,0,1
1,NewOrder,1764122389.192722,4302,0,1
5,StockLevel,1764122389.197038,1991,0,1
2,Payment,1764122389.199041,1414,0,1
2,Payment,1764122389.200460,1492,0,1
2,Payment,1764122389.201955,936,0,1
2,Payment,1764122389.202894,1169,0,1
2,Payment,1764122389.204066,951,0,1
1,NewOrder,1764122389.205019,2204,0,1
1,NewOrder,1764122389.207225,2903,0,1
1,NewOrder,1764122389.210146,2622,0,1
1,NewOrder,1764122389.212771,3427,0,1
1,NewOrder,1764122389.216215,4272,0,1
1,NewOrder,1764122389.220498,2120,0,1
1,NewOrder,1764122389.222637,3098,0,1
1,NewOrder,1764122389.225738,2211,0,1
2,Payment,1764122389.227964,1443,0,1
2,Payment,1764122389.229422,1165,0,1
2,Payment,1764122389.230591,1707,0,1
3,OrderStatus,1764122389.232299,324,0,1
2,Payment,1764122389.232628,1071,0,1
2,Payment,1764122389.233702,1232,0,1
1,NewOrder,1764122389.234945,3126,0,1
2,Payment,1764122389.238088,1721,0,1
1,NewOrder,1764122389.239816,2119,0,1
2,Payment,1764122389.241942,1238,0,1
1,NewOrder,1764122389.243183,2508,0,1
2,Payment,1764122389.245703,1280,0,1
2,Payment,1764122389.246986,1252,0,1
2,Payment,1764122389.248250,1918,0,1
1,NewOrder,1764122389.250183,2841,0,1
2,Payment,1764122389.253036,1777,0,1
1,NewOrder,1764122389.254831,3022,0,1
1,NewOrder,1764122389.257868,2893,0,1
2,Payment,1764122389.260771,1395,0,1
1,NewOrder,1764122389.262179,2659,0,1
1,NewOrder,1764122389.264852,3621,0,1
1,NewOrder,1764122389.268486,4791,0,1
1,NewOrder,1764122389.273290,3103,0,1
2,Payment,1764122389.276406,1636,0,1
1,NewOrder,1764122389.278049,2133,0,1
1,NewOrder,1764122389.280193,4168,0,1
2,Payment,1764122389.284369,1290,0,1
1,NewOrder,1764122389.285660,4673,0,1
3,OrderStatus,1764122389.290350,621,0,1
2,Payment,1764122389.290976,1304,0,1
2,Payment,1764122389.292287,1747,0,1
3,OrderStatus,1764122389.294037,252,0,1
1,NewOrder,1764122389.294291,3698,0,1
1,NewOrder,1764122389.298017,2354,0,1
1,NewOrder,1764122389.300382,2584,0,1
1,NewOrder,1764122389.302970,2064,0,1
1,NewOrder,1764122389.305038,2912,0,1
2,Payment,1764122389.307954,1278,0,1
1,NewOrder,1764122389.309236,2788,0,1
2,Payment,1764122389.312027,1203,0,1
1,NewOrder,1764122389.313233,2915,0,1
2,Payment,1764122389.316162,1608,0,1
1,NewOrder,1764122389.317775,2461,0,1
3,OrderStatus,1764122389.320246,303,0,1
2,Payment,1764122389.320554,1995,0,1
2,Payment,1764122389.322563,1664,0,1
3,OrderStatus,1764122389.324241,441,0,1
1,NewOrder,1764122389.324684,3611,0,1
1,NewOrder,1764122389.328304,2788,0,1
3,OrderStatus,1764122389.331102,575,0,1
4,Delivery,1764122389.331690,6451,0,1
1,NewOrder,1764122389.338153,2541,0,1
1,NewOrder,1764122389.340699,2176,0,1
1,NewOrder,1764122389.342878,2765,0,1
2,Payment,1764122389.345661,1715,0,1
2,Payment,1764122389.347388,1270,0,1
1,NewOrder,1764122389.348671,3776,0,1
2,Payment,1764122389.352463,1467,0,1
2,Payment,1764122389.353939,1252,0,1
3,OrderStatus,1764122389.355192,248,0,1
2,Payment,1764122389.355442,944,0,1
1,NewOrder,1764122389.356388,3102,0,1
1,NewOrder,1764122389.359498,2260,0,1
2,Payment,1764122389.361764,1315,0,1
1,NewOrder,1764122389.363081,3517,0,1
2,Payment,1764122389.366611,1823,0,1
1,NewOrder,1764122389.368438,2750,0,1
3,OrderStatus,1764122389.371197,356,0,1
3,OrderStatus,1764122389.371556,213,0,1
2,Payment,1764122389.371771,1494,0,1
1,NewOrder,1764122389.373269,2612,0,1
1,NewOrder,1764122389.375885,3054,0,1
3,OrderStatus,1764122389.378948,303,0,1
1,NewOrder,1764122389.379253,3301,0,1
1,NewOrder,1764122389.382567,3910,0,1
1,NewOrder,1764122389.386496,4111,0,1
2,Payment,1764122389.390620,1457,0,1
2,Payment,1764122389.392079,1006,0,1
2,Payment,1764122389.393086,1339,0,1
1,NewOrder,1764122389.394426,2811,0,1
1,NewOrder,1764122389.397239,3571,0,1
1,NewOrder,1764122389.400816,4238,0,1
1,NewOrder,1764122389.405059,2001,0,1
2,Payment,1764122389.407064,930,0,1
1,NewOrder,1764122389.407997,2462,0,1
2,Payment,1764122389.410464,1138,0,1
2,Payment,1764122389.411617,1266,0,1
1,NewOrder,1764122389.412886,3295,0,1
4,Delivery,1764122389.416191,7256,0,1
2,Payment,1764122389.423452,1216,0,1
1,NewOrder,1764122389.424669,3768,0,1
1,NewOrder,1764122389.428448,3160,0,1
1,NewOrder,1764122389.431614,2611,0,1
2,Payment,1764122389.434243,1443,0,1
2,Payment,1764122389.435701,1666,0,1
2,Payment,1764122389.437380,1252,0,1
2,Payment,1764122389.438638,1507,0,1
1,NewOrder,1764122389.440150,2655,0,1
5,StockLevel,1764122389.442813,1801,0,1
4,Delivery,1764122389.444625,8667,0,1
1,NewOrder,1764122389.453305,2539,0,1
1,NewOrder,1764122389.455853,3612,0,1
1,NewOrder,1764122389.459470,2539,0,1
1,NewOrder,1764122389.462013,2304,0,1
4,Delivery,1764122389.464334,6324,0,1
1,NewOrder,1764122389.470676,4276,0,1
1,NewOrder,1764122389.474964,3305,0,1
2,Payment,1764122389.478285,2260,0,1
2,Payment,1764122389.480560,1423,0,1
1,NewOrder,1764122389.481996,3330,0,1
1,NewOrder,1764122389.485339,3079,0,1
2,Payment,1764122389.488432,1714,0,1
1,NewOrder,1764122389.490151,2295,0,1
2,Payment,1764122389.492448,2091,0,1
2,Payment,1764122389.494545,1561,0,1
2,Payment,1764122389.496106,1510,0,1
2,Payment,1764122389.497618,1069,0,1
2,Payment,1764122389.498691,1695,0,1
2,Payment,1764122389.500388,1061,0,1
1,NewOrder,1764122389.501452,3718,0,1
1,NewOrder,1764122389.505175,2115,0,1
2,Payment,1764122389.507295,920,0,1
1,NewOrder,1764122389.508217,2269,0,1
2,Payment,1764122389.510491,1076,0,1
2,Payment,1764122389.511577,1836,0,1
2,Payment,1764122389.513417,1110,0,1
2,Payment,1764122389.514530,1856,0,1
2,Payment,1764122389.516394,1245,0,1
1,NewOrder,1764122389.517644,2080,0,1
1,NewOrder,1764122389.519728,2776,0,1
2,Payment,1764122389.522508,1382,0,1
2,Payment,1764122389.523897,1019,0,1
1,NewOrder,1764122389.524918,3665,0,1
2,Payment,1764122389.528586,1091,0,1
2,Payment,1764122389.529680,1226,0,1
1,NewOrder,1764122389.530909,3335,0,1
1,NewOrder,1764122389.534248,2214,0,1
1,NewOrder,1764122389.536466,2096,0,1
2,Payment,1764122389.538567,1430,0,1
2,Payment,1764122389.540013,948,0,1
2,Payment,1764122389.540963,1174,0,1
1,NewOrder,1764122389.542139,2470,0,1
5,StockLevel,1764122389.544612,1952,0,1
1,NewOrder,1764122389.546581,4173,0,1
4,Delivery,1764122389.550772,6172,0,1
1,NewOrder,1764122389.556957,3450,0,1
2,Payment,1764122389.560425,1596,0,1
1,NewOrder,1764122389.562038,3856,0,1
2,Payment,1764122389.565908,1458,0,1
2,Payment,1764122389.567374,1509,0,1
1,NewOrder,1764122389.568890,3408,0,1
2,Payment,1764122389.572309,1529,0,1
5,StockLevel,1764122389.573840,1410,0,1
2,Payment,1764122389.575254,1028,0,1
1,NewOrder,1764122389.576284,2203,0,1
3,OrderStatus,1764122389.578490,291,0,1
2,Payment,1764122389.578784,980,0,1
2,Payment,1764122389.579765,1265,0,1
1,NewOrder,1764122389.581035,2620,0,1
3,OrderStatus,1764122389.583665,824,0,1
1,NewOrder,1764122389.584500,4569,0,1
2,Payment,1764122389.589083,1511,0,1
1,NewOrder,1764122389.590604,4062,0,1
1,NewOrder,1764122389.594677,3940,0,1
3,OrderStatus,1764122389.598631,381,0,1
1,NewOrder,1764122389.599016,3566,0,1
1,NewOrder,1764122389.602594,3855,0,1
2,Payment,1764122389.606457,1648,0,1
2,Payment,1764122389.608108,1006,0,1
1,NewOrder,1764122389.609116,2103,0,1
2,Payment,1764122389.611225,1137,0,1
1,NewOrder,1764122389.612365,2142,0,1
4,Delivery,1764122389.614518,6388,0,1
2,Payment,1764122389.620918,1550,0,1
3,OrderStatus,1764122389.622471,381,0,1
1,NewOrder,1764122389.622853,1983,0,1
2,Payment,1764122389.624837,1450,0,1
2,Payment,1764122389.626287,1229,0,1
1,NewOrder,1764122389.627522,3317,0,1
1,NewOrder,1764122389.630843,1983,0,1
2,Payment,1764122389.632841,1563,0,1
2,Payment,1764122389.634411,1318,0,1
1,NewOrder,1764122389.635736,2711,0,1
2,Payment,1764122389.638452,1193,0,1
1,NewOrder,1764122389.639651,3071,0,1
2,Payment,1764122389.642729,997,0,1
2,Payment,1764122389.643731,1361,0,1
2,Payment,1764122389.645098,1038,0,1
1,NewOrder,1764122389.646140,2619,0,1
2,Payment,1764122389.648773,1191,0,1
4,Delivery,1764122389.649966,6959,0,1
1,NewOrder,1764122389.656941,3746,0,1
1,NewOrder,1764122389.660698,3727,0,1
1,NewOrder,1764122389.664434,3984,0,1
3,OrderStatus,1764122389.668434,372,0,1
1,NewOrder,1764122389.668808,4124,0,1
2,Payment,1764122389.672943,1296,0,1
1,NewOrder,1764122389.674245,2485,0,1
1,NewOrder,1764122389.676743,2343,0,1
2,Payment,1764122389.679092,1522,0,1
2,Payment,1764122389.680620,1917,0,1
1,NewOrder,1764122389.682548,4194,0,1
2,Payment,1764122389.686756,1345,0,1
1,NewOrder,1764122389.688115,2893,0,1
4,Delivery,1764122389.691022,5658,0,1
2,Payment,1764122389.696695,1611,0,1
2,Payment,1764122389.698318,1674,0,1
3,OrderStatus,1764122389.700005,327,0,1
1,NewOrder,1764122389.700335,2719,0,1
2,Payment,1764122389.703061,1254,0,1
1,NewOrder,1764122389.704320,4304,0,1
2,Payment,1764122389.708637,1433,0,1
1,NewOrder,1764122389.710071,2694,0,1
1,NewOrder,1764122389.712781,4093,0,1
1,NewOrder,1764122389.716891,3507,0,1
2,Payment,1764122389.720413,1263,0,1
3,OrderStatus,1764122389.721685,326,0,1
1,NewOrder,1764122389.722013,3043,0,1
1,NewOrder,1764122389.725071,3230,0,1
1,NewOrder,1764122389.728315,2482,0,1
1,NewOrder,1764122389.730800,3188,0,1
2,Payment,1764122389.734003,1808,0,1
2,Payment,1764122389.735824,1255,0,1
1,NewOrder,1764122389.737083,3070,0,1
2,Payment,1764122389.740163,1128,0,1
1,NewOrder,1764122389.741293,2875,0,1
3,OrderStatus,1764122389.744182,264,0,1
1,NewOrder,1764122389.744447,3645,0,1
2,Payment,1764122389.748096,1346,0,1
2,Payment,1764122389.749443,1116,0,1
1,NewOrder,1764122389.750560,2823,0,1
4,Delivery,1764122389.753386,6454,0,1
2,Payment,1764122389.759850,1425,0,1
2,Payment,1764122389.761276,1059,0,1
4,Delivery,1764122389.762337,5870,0,1
2,Payment,1764122389.768224,1339,0,1
1,NewOrder,1764122389.769569,1887,0,1
2,Payment,1764122389.771458,997,0,1
3,OrderStatus,1764122389.772457,318,0,1
2,Payment,1764122389.772778,1354,0,1
2,Payment,1764122389.774135,1038,0,1
2,Payment,1764122389.775175,1315,0,1
1,NewOrder,1764122389.776491,2212,0,1
1,NewOrder,1764122389.778725,5633,0,1
1,NewOrder,1764122389.784375,2085,0,1
2,Payment,1764122389.786463,1473,0,1
2,Payment,1764122389.787943,1748,0,1
2,Payment,1764122389.789704,1475,0,1
